1487149822
[H[JMem: 90664K used, 422120K free, 1056K shrd, 4916K buff, 21352K cached
CPU:   0% usr   0% sys   0% nic 100% idle   0% io   0% irq   0% sirq
Load average: 0.00 0.00 0.00 2/80 22364
[7m  PID  PPID USER     STAT   VSZ %VSZ %CPU COMMAND[0m
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 422120   4916  33864    0    0     0     0   29    5  0  2 98  0  0 2017-02-15 09:10:22
 0  0      0 422232   4916  33868    0    0     0     0 58895  222  0 12 88  0  0 2017-02-15 09:10:23
 0  0      0 422264   4916  33868    0    0     0     0 58377  244  0 11 90  0  0 2017-02-15 09:10:24
 0  0      0 422264   4916  33868    0    0     0     0 58661  228  0  8 93  0  0 2017-02-15 09:10:25
 0  0      0 422264   4916  33868    0    0     0     0 58189  257  0 15 86  0  0 2017-02-15 09:10:26
 0  0      0 422264   4916  33868    0    0     0     0 59245  238  0 13 88  0  0 2017-02-15 09:10:27
 0  0      0 422264   4916  33868    0    0     0     0 56665  217  0 13 87  0  0 2017-02-15 09:10:28
 0  0      0 422264   4916  33868    0    0     0     0 62035  213  0 11 89  0  0 2017-02-15 09:10:29
 0  0      0 422264   4916  33868    0    0     0     0 59017  225  0 10 90  0  0 2017-02-15 09:10:30
 0  0      0 422264   4916  33868    0    0     0     0 59090  217  0 10 89  0  0 2017-02-15 09:10:31
 0  0      0 422296   4916  33868    0    0     0     0 58514  224  0  9 91  0  0 2017-02-15 09:10:32
 0  0      0 422232   4916  33868    0    0     0     0 57080  238  0 14 87  0  0 2017-02-15 09:10:33
 1  0      0 422264   4916  33868    0    0     0     0 59358  212  0 11 89  0  0 2017-02-15 09:10:34
 0  0      0 422264   4916  33868    0    0     0     0 62469  203  0  5 96  0  0 2017-02-15 09:10:35
 0  0      0 422264   4916  33868    0    0     0     0 60273  183  0  8 93  0  0 2017-02-15 09:10:36
 0  0      0 422328   4916  33868    0    0     0     0 59143  228  0 10 90  0  0 2017-02-15 09:10:37
 0  0      0 422264   4916  33868    0    0     0     0 59006  260  0 10 91  0  0 2017-02-15 09:10:38
 0  0      0 422296   4916  33868    0    0     0     0 59433  246  0 11 89  0  0 2017-02-15 09:10:39
 0  0      0 422296   4916  33868    0    0     0     0 59219  248  0 13 88  0  0 2017-02-15 09:10:40
 0  0      0 422296   4916  33868    0    0     0     0 58882  222  0 12 89  0  0 2017-02-15 09:10:41
 0  0      0 422296   4916  33868    0    0     0     0 58747  216  0 11 90  0  0 2017-02-15 09:10:42
 0  0      0 422296   4916  33868    0    0     0     0 58665  218  0  9 91  0  0 2017-02-15 09:10:43
 0  0      0 422296   4916  33868    0    0     0     0 58743  209  0  9 91  0  0 2017-02-15 09:10:44
