1485841551
[H[JMem: 49564K used, 463064K free, 80K shrd, 1696K buff, 4860K cached
CPU:   0% usr   9% sys   0% nic  90% idle   0% io   0% irq   0% sirq
Load average: 0.00 0.00 0.00 1/80 1895
[7m  PID  PPID USER     STAT   VSZ %VSZ %CPU COMMAND[0m
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 463012   1696   6616    0    0     0     0  297   53  0  0 100  0  0 2017-01-31 05:45:51
 0  0      0 462512   1696   6620    0    0     0     0  935  280  0  2 99  0  0 2017-01-31 05:45:52
 0  0      0 461788   1696   6620    0    0     0     0 1144  344  0  3 98  0  0 2017-01-31 05:45:53
 0  0      0 461764   1696   6620    0    0     0     0  767  214  0  1 100  0  0 2017-01-31 05:45:54
 0  0      0 462424   1696   6620    0    0     0     0  601  119  0  0 100  0  0 2017-01-31 05:45:55
 0  0      0 462424   1696   6620    0    0     0     0  492   92  0  0 100  0  0 2017-01-31 05:45:56
 0  0      0 462424   1696   6620    0    0     0     0  484   81  0  0 100  0  0 2017-01-31 05:45:57
 0  0      0 462424   1696   6620    0    0     0     0  449   82  0  0 100  0  0 2017-01-31 05:45:58
 0  0      0 462424   1696   6620    0    0     0     0  673  145  0  1 99  0  0 2017-01-31 05:45:59
 0  0      0 462424   1696   6620    0    0     0     0 1654  248  0  1 100  0  0 2017-01-31 05:46:00
 0  0      0 462424   1696   6620    0    0     0     0 2374  322  0  2 98  0  0 2017-01-31 05:46:01
 0  0      0 462424   1696   6620    0    0     0     0 2365  323  0  3 98  0  0 2017-01-31 05:46:02
 0  0      0 462480   1696   6620    0    0     0     0 2478  323  0  2 99  0  0 2017-01-31 05:46:03
 0  0      0 462528   1696   6620    0    0     0     0 2333  315  0  1 99  0  0 2017-01-31 05:46:04
 0  0      0 462528   1696   6620    0    0     0     0 2371  315  0  1 99  0  0 2017-01-31 05:46:05
 0  0      0 462528   1696   6620    0    0     0     0 2320  325  0  2 99  0  0 2017-01-31 05:46:06
 0  0      0 462528   1696   6620    0    0     0     0 2426  323  0  0 100  0  0 2017-01-31 05:46:07
 0  0      0 462528   1696   6620    0    0     0     0 2394  316  0  1 100  0  0 2017-01-31 05:46:08
