1487135386
[H[JMem: 93752K used, 419032K free, 1056K shrd, 4916K buff, 21352K cached
CPU:   0% usr   0% sys   0% nic 100% idle   0% io   0% irq   0% sirq
Load average: 0.07 0.02 0.00 1/85 21793
[7m  PID  PPID USER     STAT   VSZ %VSZ %CPU COMMAND[0m
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 418884   4916  33884    0    0     0     0 102162  201  0 23 78  0  0 2017-02-15 05:12:21
 0  0      0 418916   4916  33884    0    0     0     0 102007  218  0 23 78  0  0 2017-02-15 05:12:22
 1  0      0 418884   4916  33884    0    0     0     0 101867  194  1 20 80  0  0 2017-02-15 05:12:23
 0  0      0 418884   4916  33884    0    0     0     0 101897  196  0 21 79  0  0 2017-02-15 05:12:24
 0  0      0 418884   4916  33884    0    0     0     0 101795  231  0 27 73  0  0 2017-02-15 05:12:25
 0  0      0 418916   4916  33884    0    0     0     0 101864  204  0 22 79  0  0 2017-02-15 05:12:26
 0  0      0 418916   4916  33884    0    0     0     0 101796  218  0 23 78  0  0 2017-02-15 05:12:27
 0  0      0 418884   4916  33884    0    0     0     0 101960  204  0 23 77  0  0 2017-02-15 05:12:28
 0  0      0 418916   4916  33884    0    0     0     0 101824  212  0 21 80  0  0 2017-02-15 05:12:29
 0  0      0 418916   4916  33884    0    0     0     0 101742  201  0 23 78  0  0 2017-02-15 05:12:30
 0  0      0 418916   4916  33884    0    0     0     0 101976  205  0 23 77  0  0 2017-02-15 05:12:31
 0  0      0 418916   4916  33884    0    0     0     0 101807  201  0 20 80  0  0 2017-02-15 05:12:32
 0  0      0 418916   4916  33884    0    0     0     0 101427  235  0 25 75  0  0 2017-02-15 05:12:33
 0  0      0 418884   4916  33884    0    0     0     0 101499  198  0 23 78  0  0 2017-02-15 05:12:34
 0  0      0 418916   4916  33884    0    0     0     0 101597  231  0 26 74  0  0 2017-02-15 05:12:35
 0  0      0 418884   4916  33884    0    0     0     0 101538  181  1 18 82  0  0 2017-02-15 05:12:36
 1  0      0 418916   4916  33884    0    0     0     0 101603  220  0 26 75  0  0 2017-02-15 05:12:37
 1  0      0 418892   4916  33884    0    0     0     0 101645  197  0 17 84  0  0 2017-02-15 05:12:38
 1  0      0 418924   4916  33884    0    0     0     0 101627  196  0 19 81  0  0 2017-02-15 05:12:39
 0  0      0 418892   4916  33884    0    0     0     0 101410  220  0 26 74  0  0 2017-02-15 05:12:40
 0  0      0 418924   4916  33884    0    0     0     0 101690  207  0 24 77  0  0 2017-02-15 05:12:41
 0  0      0 418924   4916  33884    0    0     0     0 101681  220  0 28 73  0  0 2017-02-15 05:12:42
 1  0      0 418924   4916  33884    0    0     0     0 101843  193  0 22 79  0  0 2017-02-15 05:12:43
 0  0      0 418924   4916  33884    0    0     0     0 101796  218  0 25 75  0  0 2017-02-15 05:12:44
 0  0      0 418924   4916  33884    0    0     0     0 101761  210  0 23 78  0  0 2017-02-15 05:12:45
 0  0      0 418924   4916  33884    0    0     0     0 101772  204  1 22 78  0  0 2017-02-15 05:12:46
 0  0      0 418924   4916  33884    0    0     0     0 101864  194  0 21 79  0  0 2017-02-15 05:12:47
 0  0      0 418924   4916  33884    0    0     0     0 101762  200  0 22 78  0  0 2017-02-15 05:12:48
 0  0      0 418924   4916  33884    0    0     0     0 101640  205  0 23 78  0  0 2017-02-15 05:12:49
 0  0      0 418924   4916  33884    0    0     0     0 101394  218  0 25 75  0  0 2017-02-15 05:12:50
 1  0      0 418924   4916  33884    0    0     0     0 101551  219  0 26 75  0  0 2017-02-15 05:12:51
 0  0      0 418924   4916  33884    0    0     0     0 101759  213  0 27 74  0  0 2017-02-15 05:12:52
 0  0      0 418924   4916  33884    0    0     0     0 101679  180  0 21 80  0  0 2017-02-15 05:12:53
 0  0      0 418924   4916  33884    0    0     0     0 101714  195  0 22 78  0  0 2017-02-15 05:12:54
 0  0      0 418924   4916  33884    0    0     0     0 101770  206  0 19 80  0  0 2017-02-15 05:12:55
 0  0      0 418892   4916  33884    0    0     0     0 101770  194  0 21 79  0  0 2017-02-15 05:12:56
 0  0      0 418916   4916  33884    0    0     0     0 101871  224  0 25 76  0  0 2017-02-15 05:12:57
 0  0      0 418948   4916  33884    0    0     0     0 101858  223  0 27 73  0  0 2017-02-15 05:12:58
 1  0      0 418916   4916  33884    0    0     0     0 101747  211  1 22 78  0  0 2017-02-15 05:12:59
 1  0      0 418884   4916  33884    0    0     0     0 101730  208  0 20 81  0  0 2017-02-15 05:13:00
 0  0      0 418884   4916  33888    0    0     0     0 101710  205  0 19 82  0  0 2017-02-15 05:13:01
 0  0      0 418884   4916  33888    0    0     0     0 101874  191  0 17 83  0  0 2017-02-15 05:13:02
 0  0      0 418916   4916  33888    0    0     0     0 101887  191  0 21 80  0  0 2017-02-15 05:13:03
 0  0      0 418916   4916  33888    0    0     0     0 101866  220  0 26 74  0  0 2017-02-15 05:13:04
 0  0      0 418916   4916  33888    0    0     0     0 102022  216  0 25 75  0  0 2017-02-15 05:13:05
 0  0      0 418884   4916  33888    0    0     0     0 101872  203  0 24 76  0  0 2017-02-15 05:13:06
 1  0      0 418916   4916  33888    0    0     0     0 101574  198  0 21 79  0  0 2017-02-15 05:13:07
 0  0      0 418884   4916  33888    0    0     0     0 101679  206  0 21 80  0  0 2017-02-15 05:13:08
 0  0      0 418916   4916  33888    0    0     0     0 101815  232  0 28 72  0  0 2017-02-15 05:13:09
 0  0      0 418892   4916  33888    0    0     0     0 101949  182  0 17 83  0  0 2017-02-15 05:13:10
 0  0      0 418892   4916  33888    0    0     0     0 101841  215  0 23 77  0  0 2017-02-15 05:13:11
 1  0      0 418924   4916  33888    0    0     0     0 101668  203  0 18 82  0  0 2017-02-15 05:13:12
 1  0      0 418892   4916  33888    0    0     0     0 101590  238  0 25 75  0  0 2017-02-15 05:13:13
 0  0      0 418924   4916  33888    0    0     0     0 101705  226  0 25 76  0  0 2017-02-15 05:13:14
 0  0      0 418924   4916  33888    0    0     0     0 101751  206  0 23 78  0  0 2017-02-15 05:13:15
 0  0      0 418924   4916  33888    0    0     0     0 101554  223  0 23 77  0  0 2017-02-15 05:13:16
 0  0      0 418924   4916  33888    0    0     0     0 101786  204  1 18 82  0  0 2017-02-15 05:13:17
 1  0      0 418924   4916  33888    0    0     0     0 101954  223  0 24 76  0  0 2017-02-15 05:13:18
 0  0      0 418892   4916  33888    0    0     0     0 101954  202  0 23 77  0  0 2017-02-15 05:13:19
 0  0      0 418924   4916  33888    0    0     0     0 101911  211  0 24 77  0  0 2017-02-15 05:13:20
 0  0      0 418892   4916  33888    0    0     0     0 101900  212  0 23 77  0  0 2017-02-15 05:13:21
 0  0      0 418924   4916  33888    0    0     0     0 102013  229  0 27 73  0  0 2017-02-15 05:13:22
 0  0      0 418924   4916  33888    0    0     0     0 101988  201  0 22 79  0  0 2017-02-15 05:13:23
 1  0      0 418924   4916  33888    0    0     0     0 102006  190  0 21 79  0  0 2017-02-15 05:13:24
 1  0      0 418884   4916  33888    0    0     0     0 102056  219  0 21 79  0  0 2017-02-15 05:13:25
 1  0      0 418916   4916  33888    0    0     0     0 101713  197  0 23 78  0  0 2017-02-15 05:13:26
 0  0      0 418916   4916  33888    0    0     0     0 101791  188  0 19 82  0  0 2017-02-15 05:13:27
 1  0      0 418916   4916  33888    0    0     0     0 101616  195  0 20 80  0  0 2017-02-15 05:13:28
 0  0      0 418908   4916  33888    0    0     0     0 101792  228  0 24 77  0  0 2017-02-15 05:13:29
 0  0      0 418908   4916  33888    0    0     0     0 101903  219  0 22 79  0  0 2017-02-15 05:13:30
 0  0      0 418908   4916  33888    0    0     0     0 102026  193  0 24 77  0  0 2017-02-15 05:13:31
 0  0      0 418876   4916  33888    0    0     0     0 101922  204  0 24 76  0  0 2017-02-15 05:13:32
 0  0      0 418908   4916  33888    0    0     0     0 101971  212  0 23 78  0  0 2017-02-15 05:13:33
 0  0      0 418908   4916  33888    0    0     0     0 101855  198  0 20 80  0  0 2017-02-15 05:13:34
 0  0      0 418908   4916  33888    0    0     0     0 101564  201  0 22 79  0  0 2017-02-15 05:13:35
 0  0      0 418908   4916  33888    0    0     0     0 101675  203  0 22 78  0  0 2017-02-15 05:13:36
 0  0      0 418908   4916  33888    0    0     0     0 101634  214  0 24 77  0  0 2017-02-15 05:13:37
 1  0      0 418908   4916  33888    0    0     0     0 101557  196  0 21 80  0  0 2017-02-15 05:13:38
 0  0      0 418908   4916  33888    0    0     0     0 101535  217  1 21 79  0  0 2017-02-15 05:13:39
 1  0      0 418908   4916  33888    0    0     0     0 101479  209  0 22 78  0  0 2017-02-15 05:13:40
 1  0      0 418908   4916  33892    0    0     0     0 101497  222  0 26 75  0  0 2017-02-15 05:13:41
 0  0      0 418908   4916  33892    0    0     0     0 101707  214  0 22 79  0  0 2017-02-15 05:13:42
 1  0      0 418876   4916  33892    0    0     0     0 101735  211  1 22 78  0  0 2017-02-15 05:13:43
 0  0      0 418876   4916  33892    0    0     0     0 101851  229  0 28 73  0  0 2017-02-15 05:13:44
 0  0      0 418908   4916  33892    0    0     0     0 101932  208  0 23 78  0  0 2017-02-15 05:13:45
 1  0      0 418908   4916  33892    0    0     0     0 101747  190  0 20 81  0  0 2017-02-15 05:13:46
 1  0      0 418908   4916  33892    0    0     0     0 101880  219  0 25 75  0  0 2017-02-15 05:13:47
 1  0      0 418908   4916  33892    0    0     0     0 101903  189  0 20 80  0  0 2017-02-15 05:13:48
 1  0      0 418908   4916  33892    0    0     0     0 101641  201  0 24 76  0  0 2017-02-15 05:13:49
 0  0      0 418924   4916  33892    0    0     0     0 101604  203  0 20 80  0  0 2017-02-15 05:13:50
 0  0      0 418924   4916  33892    0    0     0     0 101746  210  0 22 78  0  0 2017-02-15 05:13:51
 0  0      0 418924   4916  33892    0    0     0     0 101649  195  0 21 80  0  0 2017-02-15 05:13:52
 1  0      0 418892   4916  33892    0    0     0     0 101768  215  0 24 77  0  0 2017-02-15 05:13:53
 0  0      0 418892   4916  33892    0    0     0     0 101927  236  0 29 71  0  0 2017-02-15 05:13:54
 0  0      0 418924   4916  33892    0    0     0     0 101974  213  0 23 78  0  0 2017-02-15 05:13:55
 0  0      0 418892   4916  33892    0    0     0     0 101741  193  0 21 79  0  0 2017-02-15 05:13:56
 1  0      0 418924   4916  33892    0    0     0     0 101815  207  0 21 79  0  0 2017-02-15 05:13:57
 0  0      0 418892   4916  33892    0    0     0     0 101899  204  0 23 78  0  0 2017-02-15 05:13:58
 0  0      0 418892   4916  33892    0    0     0     0 101969  218  1 22 78  0  0 2017-02-15 05:13:59
 1  0      0 418860   4916  33892    0    0     0     0 101777  203  0 20 80  0  0 2017-02-15 05:14:00
 0  0      0 418884   4916  33892    0    0     0     0 101749  224  0 25 75  0  0 2017-02-15 05:14:01
 1  0      0 418884   4916  33892    0    0     0     0 101637  208  0 22 78  0  0 2017-02-15 05:14:02
 0  0      0 418852   4916  33892    0    0     0     0 101761  224  0 23 78  0  0 2017-02-15 05:14:03
 0  0      0 418852   4916  33892    0    0     0     0 101722  217  0 23 77  0  0 2017-02-15 05:14:04
 1  0      0 418884   4916  33892    0    0     0     0 101663  205  0 22 79  0  0 2017-02-15 05:14:05
